u,g,r,i,z,specClass,redshift,redshift_err
18.43928,16.97083,16.43038,16.10422,15.93751,GALAXY,0.03994944,2.875857e-05
19.21422,18.00174,17.44273,17.12309,16.92436,GALAXY,0.1192748,7.695801e-06
19.43436,17.88543,17.08373,16.66197,16.33835,GALAXY,0.08528492,1.389504e-05
19.3027,19.28168,19.26341,19.00182,18.79044,QSO,1.986648,0.0001756916
19.43965,17.6111,16.71819,16.34509,16.04223,GALAXY,0.09115357,1.752441e-05
19.03996,18.43995,18.3309,18.17682,17.89739,QSO,2.335901,0.0001448031
18.5062,17.19609,16.66751,16.35511,16.20432,GALAXY,0.04188515,9.563507e-06
19.48744,17.81091,16.91123,16.46487,16.11817,GALAXY,0.1100933,1.899835e-05
19.39158,19.30058,19.30458,19.16591,19.2401,QSO,1.724903,0.0004922286
19.42114,18.53615,18.37702,18.14328,18.06018,GALAXY,0.05841431,5.820722e-06
19.24147,17.31974,16.41277,16.02413,15.6866,GALAXY,0.1046003,1.723559e-05
18.21117,16.72281,15.97408,15.60513,15.30843,GALAXY,0.1079082,3.047498e-05
18.53553,17.73356,17.37797,16.99134,16.94433,GALAXY,0.1341741,9.350178e-06
18.87578,17.61558,16.7949,16.37676,16.02987,GALAXY,0.1224961,1.487487e-05
19.15996,17.6932,16.94178,16.57642,16.32742,GALAXY,0.08328654,2.68342e-05
19.23346,17.37276,16.29082,15.85004,15.47644,GALAXY,0.1123436,2.540526e-05
18.38605,17.15283,16.59758,16.2306,16.03837,GALAXY,0.06254489,1.119414e-05
17.97761,16.55913,15.85528,15.40729,15.13827,GALAXY,0.0609884,4.549338e-06
18.89689,17.95142,17.54258,17.20755,17.14881,GALAXY,0.08781833,6.995784e-06
19.38166,18.14676,17.42545,17.08598,16.85727,GALAXY,0.1138091,1.815399e-05
18.91834,17.79383,17.25446,16.84459,16.64589,GALAXY,0.1166644,6.742857e-06
19.12287,17.41985,16.69769,16.2921,15.95232,GALAXY,0.04567645,1.390229e-05
19.38339,18.86833,18.30842,17.88305,17.73421,QSO,0.1295047,2.426687e-05
18.61789,17.44849,16.94121,16.58729,16.39207,GALAXY,0.07931248,7.185818e-06
17.53662,15.69327,14.85469,14.45668,14.14147,GALAXY,0.04617965,1.173837e-05
19.37888,18.34295,17.81439,17.45251,17.34794,GALAXY,0.1204005,6.591058e-06
19.00019,17.66786,17.07948,16.79024,16.56455,GALAXY,0.05089443,1.239668e-05
18.70961,16.75961,15.82403,15.36713,15.00598,GALAXY,0.04379463,1.491354e-05
18.33326,16.97029,16.36909,16.04992,15.76595,GALAXY,0.03888808,1.529505e-05
19.50283,17.90505,17.0159,16.57871,16.23495,GALAXY,0.1331242,2.16869e-05
19.57901,18.33788,17.43393,17.09638,16.89318,GALAXY,0.1918496,2.29014e-05
18.38192,16.65569,15.81682,15.39255,15.10483,GALAXY,0.08846018,2.568184e-05
19.26235,17.32553,16.42488,16.01006,15.7037,GALAXY,0.0738068,1.484032e-05
18.72277,16.86643,15.96694,15.53889,15.20034,GALAXY,0.07579558,1.878612e-05
18.59515,16.8811,16.00492,15.53081,15.1668,GALAXY,0.06199564,1.565365e-05
19.48915,17.80185,16.85359,16.38148,16.03013,GALAXY,0.08241872,2.252786e-05
18.30881,16.71246,15.88187,15.43363,15.09224,GALAXY,0.06951184,1.703762e-05
18.24026,17.06211,16.51283,16.10933,15.92048,GALAXY,0.1162224,7.529712e-06
18.33268,16.38687,15.47681,15.02955,14.70283,GALAXY,0.06745652,1.727772e-05
18.91957,17.89091,17.53184,17.19705,17.09128,GALAXY,0.0781871,6.495077e-06
18.89698,18.01568,17.73385,17.49474,17.36006,GALAXY,0.04554895,5.745439e-06
18.07596,17.14008,16.71223,16.38717,16.22607,GALAXY,0.0554705,6.876e-06
19.02093,18.06803,17.69092,17.38846,17.24802,GALAXY,0.05428638,6.290526e-06
19.27752,18.66292,18.1002,21.83063,23.69689,GALAXY,0.09549835,9.333952e-06
16.71109,15.35466,14.63556,14.29852,14.11209,GALAXY,0.03356694,1.151536e-05
16.4135,15.10469,14.33895,14.02,13.95979,GALAXY,0.02576146,2.013815e-05
17.47074,16.13321,15.5344,15.20177,14.98048,GALAXY,0.06892477,1.647217e-05
18.61054,16.99216,15.82677,15.40044,15.08185,GALAXY,0.03812291,1.225324e-05
18.88903,17.49092,16.87488,16.50358,16.29924,GALAXY,0.08235261,2.282523e-05
18.82863,17.7089,17.18337,16.85531,16.65087,GALAXY,0.07911506,7.554191e-06
19.39782,18.00659,17.1951,16.69622,16.42336,GALAXY,0.1425216,1.071728e-05
17.73071,16.34308,15.68876,15.32418,15.02034,GALAXY,0.0425209,8.148424e-06
17.71039,16.4851,15.92712,15.63646,15.36727,GALAXY,0.03100162,7.467874e-06
19.21979,18.18857,17.5099,17.18452,16.92246,GALAXY,0.1819198,8.59207e-06
17.99394,16.08312,15.18566,14.75028,14.40439,GALAXY,0.06792337,1.207292e-05
19.23586,18.10668,17.65352,17.30453,17.17444,GALAXY,0.08223981,7.588817e-06
19.15398,17.7152,16.90868,16.40773,16.11286,GALAXY,0.08291329,8.500318e-06
19.23899,17.46293,16.65721,16.26047,15.98199,GALAXY,0.04788168,1.760812e-05
19.12529,17.65447,16.81783,16.35461,16.08304,GALAXY,0.1212821,1.248127e-05
19.33444,17.50388,16.52099,16.02932,15.61242,GALAXY,0.09833206,2.098712e-05
18.93067,18.78123,18.75933,18.49954,18.46092,QSO,1.869107,0.0003291134
19.52968,18.1522,17.70006,17.43021,17.26759,GALAXY,0.04889033,7.858329e-06
19.28201,18.17989,17.81775,17.59162,17.44332,GALAXY,0.03140943,4.722372e-06
18.94454,17.30035,16.39843,15.9158,15.59577,GALAXY,0.1408335,9.711312e-06
18.26637,17.27058,16.75622,16.42653,16.26078,GALAXY,0.1259617,8.906364e-06
18.29976,17.25241,16.98819,16.79934,16.73043,GALAXY,0.03667891,4.241493e-06
19.19741,18.07755,17.63448,17.37239,17.23741,GALAXY,0.08599851,7.991242e-06
19.11555,19.02925,18.98666,18.73651,18.68892,QSO,1.89851,0.0003879392
18.68377,16.68538,15.72625,15.2262,14.81955,GALAXY,0.04739777,1.452877e-05
19.49299,19.31972,19.22878,19.06283,18.93666,QSO,1.953372,0.0006563548
19.26419,17.87995,17.10792,16.70393,16.41232,GALAXY,0.09454953,1.93791e-05
18.71955,17.16525,16.36947,15.98553,15.71248,GALAXY,0.08893346,3.917587e-05
19.38342,17.3893,16.39077,15.94615,15.57385,GALAXY,0.08892708,1.952172e-05
18.50928,17.11439,16.48957,16.16046,15.898,GALAXY,0.07107546,1.239967e-05
18.51745,17.42695,17.00928,16.68874,16.53996,GALAXY,0.08457422,5.755079e-06
18.72177,17.5081,17.04593,16.77334,16.64249,GALAXY,0.06081178,1.199978e-05
18.75125,16.83616,15.94433,15.53205,15.19416,GALAXY,0.07459499,1.533169e-05
18.84011,16.86598,15.94868,15.49555,15.1757,GALAXY,0.06225367,1.349035e-05
18.23879,17.05036,16.532,16.18711,15.97022,GALAXY,0.05688475,9.274132e-06
19.30927,18.05873,17.54812,17.18693,16.9426,GALAXY,0.05975538,7.02578e-06
18.55457,16.62546,15.75434,15.32967,14.9901,GALAXY,0.04657724,1.275681e-05
19.59464,17.47107,16.30125,15.81217,15.43324,GALAXY,0.1498616,2.334527e-05
18.69317,16.90008,16.03414,15.62842,15.29394,GALAXY,0.05708213,1.525083e-05
17.13948,15.85795,15.22342,14.85437,14.57331,GALAXY,0.04591745,1.003397e-05
19.22173,18.04495,17.35547,16.90781,16.64356,GALAXY,0.1183281,5.604584e-06
18.33628,17.36615,17.1058,16.95473,16.83171,GALAXY,0.0307986,5.524321e-06
18.75255,17.45732,17.00483,16.71118,16.57079,GALAXY,0.06037747,1.105225e-05
18.01589,16.48376,15.68267,15.30342,14.97668,GALAXY,0.08037622,2.099629e-05
18.5648,17.4793,17.07145,16.80112,16.63801,GALAXY,0.06066902,9.602082e-06
19.0006,18.75791,18.58335,18.6138,18.20155,QSO,0.3514626,5.13992e-05
18.82898,17.93278,17.50592,17.1883,17.062,GALAXY,0.1076543,1.130031e-05
19.50391,17.83891,16.92478,16.49991,16.16194,GALAXY,0.135663,2.65412e-05
17.05535,15.58123,14.9176,14.54827,14.28112,GALAXY,0.05197083,8.481406e-06
17.38611,15.44802,14.5743,14.16614,13.84948,GALAXY,0.03757341,9.732468e-06
19.35837,18.0104,17.55675,17.26208,17.06793,GALAXY,0.06575526,8.191137e-06
18.3918,16.82882,16.0327,15.64648,15.35002,GALAXY,0.06535198,1.396032e-05
19.26034,18.27876,17.53371,17.16647,16.91228,GALAXY,0.1883424,1.810167e-05
19.31816,17.4881,16.53884,16.09683,15.75316,GALAXY,0.1106112,1.798653e-05
19.16693,18.18508,17.74327,17.52184,17.36985,GALAXY,0.03646154,9.974419e-06
19.53546,17.57508,16.54506,16.11465,15.73116,GALAXY,0.1134391,2.106319e-05
19.23572,18.84785,18.89212,18.75062,18.80458,QSO,1.476355,0.0005522111
18.79834,16.90141,15.93715,15.4978,15.17569,GALAXY,0.1037311,1.709769e-05
18.82764,16.7936,15.83288,15.3346,15.00508,GALAXY,0.08016153,1.762222e-05
19.26782,17.40822,16.52599,16.12526,15.8101,GALAXY,0.07586726,1.43091e-05
17.94597,17.01955,16.66249,16.5684,16.53951,GALAXY,0.0,0.0
18.53696,16.89511,16.04593,15.63004,15.33398,GALAXY,0.07145517,1.833119e-05
18.20388,16.80144,16.08862,15.68002,15.37714,GALAXY,0.06990813,1.243994e-05
18.98295,17.95679,17.54358,17.21679,17.08777,GALAXY,0.06417362,7.965386e-06
17.51362,15.60689,14.71006,14.28427,13.99401,GALAXY,0.05332205,1.07683e-05
18.63191,17.34744,16.72933,16.36806,16.16595,GALAXY,0.09324045,1.371546e-05
19.12998,17.91304,17.3269,16.97552,16.80027,GALAXY,0.1261487,8.522437e-06
18.36879,17.01382,16.38554,15.99934,15.72474,GALAXY,0.03401118,9.92631e-06
19.49312,19.21555,18.97958,19.14661,18.9221,QSO,0.9375767,0.0003761828
19.39954,18.01218,17.31129,16.91599,16.60501,GALAXY,0.09835605,1.968981e-05
19.48629,18.4301,17.90485,17.55097,17.39665,GALAXY,0.1167707,7.596158e-06
19.09771,17.97401,17.53567,17.22937,17.07158,GALAXY,0.09253373,7.152786e-06
18.95237,17.26947,16.49784,16.12374,15.8215,GALAXY,0.04330608,1.457179e-05
19.49831,19.38103,19.15424,19.13927,19.17824,QSO,1.14934,0.0006422554
19.46348,17.61257,16.7011,16.27029,15.94747,GALAXY,0.0686955,1.741049e-05
18.644,16.74948,15.88349,15.4739,15.13455,GALAXY,0.0368444,1.231497e-05
18.1377,16.25052,15.34058,14.96545,14.63165,GALAXY,0.03842244,9.759266e-06
18.50877,16.7625,15.76234,15.34487,14.98844,GALAXY,0.09133919,1.974712e-05
17.78088,16.15492,15.40333,15.00605,14.68122,GALAXY,0.05894685,1.149947e-05
18.62527,18.53105,18.56196,18.28263,18.25931,QSO,1.786238,0.0002589323
17.94219,16.02711,15.11065,14.66058,14.3343,GALAXY,0.06066311,9.6647e-06
18.24302,16.72183,15.92778,15.45984,15.16021,GALAXY,0.07248811,1.020767e-05
18.98139,17.56249,16.92715,16.58257,16.38811,GALAXY,0.06663839,1.827567e-05
19.49644,18.42129,17.793,17.37205,17.10527,GALAXY,0.1143099,2.31964e-05
19.07009,17.88221,17.26927,16.91697,16.65334,GALAXY,0.10529,1.166154e-05
18.78558,17.06569,16.2872,15.89217,15.59287,GALAXY,0.03951129,2.024975e-05
19.50319,17.5878,16.53723,16.10338,15.73242,GALAXY,0.1310448,2.132539e-05
18.60344,17.49994,17.12416,16.86679,16.72139,GALAXY,0.04362245,7.688612e-06
19.09112,18.67831,18.39246,18.24692,17.96024,QSO,0.9224855,0.0004705888
19.38118,19.00012,18.77769,18.5622,18.37651,QSO,0.4317897,6.623043e-05
19.55061,17.56676,16.65952,16.22975,15.916,GALAXY,0.07025528,2.172552e-05
19.06894,19.11283,18.80748,18.76597,18.87621,QSO,1.19376,0.0002283468
19.22977,17.35059,16.44711,16.02162,15.69313,GALAXY,0.08289073,2.066341e-05
19.00146,17.24012,16.35467,15.89011,15.55903,GALAXY,0.09605882,1.143658e-05
18.54216,17.38794,16.96448,16.74894,16.79097,GALAXY,0.03159638,9.930389e-06
19.48242,19.47474,19.50584,19.05783,19.00808,QSO,1.900384,0.0001947265
19.02831,17.54211,16.83487,16.42668,16.15043,GALAXY,0.07541259,1.080876e-05
19.57265,19.34233,18.98779,18.94278,18.86938,QSO,1.014214,0.0004167826
18.36527,18.2388,17.9081,17.79229,17.37638,QSO,0.2905131,8.136036e-05
17.84578,16.7318,16.3165,16.18248,16.3085,GALAXY,0.01201624,1.883915e-05
18.29039,16.40821,15.45395,15.02504,14.72718,GALAXY,0.08139749,1.919675e-05
19.31802,17.47834,16.52609,16.15839,15.8847,GALAXY,0.06602136,1.750365e-05
19.08831,17.33887,16.52964,16.15828,15.8445,GALAXY,0.02876238,1.970535e-05
18.63626,16.85156,15.94921,15.54119,15.16293,GALAXY,0.08580351,2.17797e-05
19.50283,18.37911,17.81639,17.37104,17.24044,GALAXY,0.09924368,6.926331e-06
18.35925,16.54355,15.70261,15.30189,15.00791,GALAXY,0.06724337,1.255004e-05
18.86956,17.51217,16.80497,16.42217,16.12418,GALAXY,0.1052728,1.036194e-05
19.57167,18.27202,17.47495,17.0433,16.71732,GALAXY,0.1537977,2.461931e-05
16.56991,15.38491,14.93424,14.71579,14.5871,GALAXY,0.01655963,1.290922e-05
19.06751,17.82921,17.17377,16.79297,16.56282,GALAXY,0.1154443,1.152656e-05
18.3822,16.49675,15.60606,15.15289,14.84872,GALAXY,0.07072663,1.474964e-05
19.55984,18.35769,17.67117,17.28093,17.08854,GALAXY,0.1486122,9.638759e-06
19.44028,18.44405,17.53561,17.14376,16.9134,GALAXY,0.2080118,3.692416e-05
18.80831,17.31608,16.4535,16.0125,15.68668,GALAXY,0.07371842,1.381494e-05
19.1135,17.39937,16.60514,16.1802,15.9216,GALAXY,0.0729254,1.883769e-05
18.06271,17.17008,16.96828,16.87513,16.79733,GALAXY,0.03034966,5.304985e-06
19.21961,18.20001,17.64961,17.28708,17.08213,GALAXY,0.1121508,7.025434e-06
18.64064,17.34019,16.55698,16.16203,15.89499,GALAXY,0.1155496,1.233529e-05
16.48311,15.41388,15.03358,14.79759,14.56669,GALAXY,0.02920051,8.776336e-06
18.52188,17.29668,16.84522,16.61866,16.49397,GALAXY,0.04480002,1.264659e-05
18.81247,16.83032,15.87038,15.40843,15.03538,GALAXY,0.08548146,1.648402e-05
18.08119,17.8497,17.57787,17.59011,17.53796,QSO,1.011216,0.0002289155
18.87005,17.94206,17.60665,17.33317,17.21747,GALAXY,0.07188052,6.509941e-06
19.01999,17.05563,16.05065,15.58611,15.2128,GALAXY,0.07617257,1.499671e-05
18.76402,17.40407,16.82209,16.45517,16.26808,GALAXY,0.06310601,1.154373e-05
18.56421,17.05391,16.21444,15.76563,15.42904,GALAXY,0.09356343,1.8214e-05
19.47797,18.15214,17.52652,17.15253,16.98768,GALAXY,0.0898523,1.400689e-05
19.56457,18.04455,17.30493,16.91497,16.60454,GALAXY,0.1334622,2.116603e-05
18.17975,16.22214,15.21632,14.68262,14.21565,GALAXY,0.04472086,1.714847e-05
19.27597,18.20973,17.87957,17.74841,17.70358,GALAXY,0.0,0.0
18.63251,17.637,17.27404,17.00609,16.89041,GALAXY,0.07544032,9.243376e-06
19.37516,17.27177,16.2718,15.80348,15.43564,GALAXY,0.07346936,1.464144e-05
19.30142,18.19468,17.65131,17.37945,17.27527,GALAXY,0.1112428,9.275133e-06
18.94487,17.47452,16.60452,16.14515,15.79922,GALAXY,0.1244022,1.623847e-05
18.38254,17.15186,16.58654,16.22824,16.01495,GALAXY,0.0759666,9.876721e-06
19.03287,17.56196,16.69582,16.20989,15.88316,GALAXY,0.1292728,2.326571e-05
17.84393,16.46829,16.13231,15.89995,15.75917,GALAXY,0.04386844,7.388574e-06
19.51646,18.09455,17.39564,16.99778,16.71289,GALAXY,0.08290649,1.298665e-05
18.91993,16.8812,15.89834,15.47236,15.13224,GALAXY,0.09227563,1.543325e-05
18.76272,17.59862,17.12262,16.79699,16.59091,GALAXY,0.05978777,9.41547e-06
19.50471,17.76739,16.94053,16.56939,16.27902,GALAXY,0.05195796,1.568959e-05
18.56824,16.6283,15.69013,15.24781,14.94004,GALAXY,0.08105585,1.369276e-05
18.78228,18.41442,17.98518,17.89016,17.83067,QSO,1.102793,0.0001946407
17.91673,16.95864,16.535,16.31192,16.18195,GALAXY,0.1717994,8.470555e-06
19.4858,18.39724,17.69131,17.32381,17.03852,GALAXY,0.1501689,1.20592e-05
19.23433,19.19064,19.01571,18.91592,18.8628,QSO,1.456869,0.0004090554
17.55138,15.80894,14.98272,14.54708,14.21241,GALAXY,0.03104844,1.475567e-05
19.33001,17.61271,16.79519,16.40144,16.10219,GALAXY,0.0732176,2.51013e-05
18.6678,17.84175,17.50605,17.30204,17.16212,GALAXY,0.0359074,7.005523e-06
17.95473,16.1359,15.29873,14.90351,14.59449,GALAXY,0.04366856,8.710298e-06
18.80609,18.5534,18.57341,18.42108,18.27856,QSO,0.458872,4.751631e-05
18.13385,16.02432,14.99256,14.52776,14.16335,GALAXY,0.08951388,1.292399e-05
17.47835,16.25209,15.73394,15.43487,15.23096,GALAXY,0.04293606,1.270043e-05
19.52396,18.21485,17.45846,17.06871,16.76872,GALAXY,0.1153886,1.413784e-05
19.47477,17.87862,17.0759,16.69481,16.41465,GALAXY,0.06326495,2.480679e-05
19.12113,17.9931,17.61196,17.32558,17.19073,GALAXY,0.07811584,7.325074e-06
19.48046,18.21898,17.61616,17.27634,17.15133,GALAXY,0.1039884,1.917061e-05
16.92476,15.06071,14.19992,13.77211,13.50405,GALAXY,0.02912103,6.922587e-06
18.64312,16.68052,15.76148,15.35602,15.04021,GALAXY,0.07067051,1.488225e-05
19.50969,19.31203,19.25526,19.03602,19.21622,QSO,1.535115,0.0003959688
18.67496,18.37372,18.58003,18.45654,18.37757,QSO,0.5178846,6.078531e-05
19.10867,17.76623,17.07412,16.6694,16.4102,GALAXY,0.1119858,1.9497e-05
18.03414,17.22948,17.06869,16.97784,16.94233,GALAXY,0.02888896,4.934621e-06
18.85298,17.49815,16.93449,16.62915,16.44584,GALAXY,0.07138663,2.705541e-05
18.012,17.03813,16.69088,16.50653,16.42301,GALAXY,0.02039807,5.211356e-06
19.2104,19.09634,18.87891,18.96365,18.97551,QSO,1.015204,0.0002558779
19.0836,18.13353,17.72102,17.35855,17.26606,GALAXY,0.08081995,6.732864e-06
18.70615,17.59152,17.20924,16.93197,16.79138,GALAXY,0.05836383,7.789702e-06
18.21741,16.49792,15.56773,15.13507,14.78397,GALAXY,0.09677158,1.606213e-05
19.01913,18.94713,18.82816,18.64356,18.73595,QSO,1.476266,0.0004567464
18.45947,17.43688,16.95117,16.65292,16.52265,GALAXY,0.109377,5.344634e-06
17.51793,16.20795,15.51688,15.1496,14.86477,GALAXY,0.04384806,1.249544e-05
19.20602,18.2247,17.75594,17.43981,17.30257,GALAXY,0.08284219,5.327529e-06
19.46372,17.24279,16.19585,15.74711,15.38444,GALAXY,0.1109016,2.246929e-05
18.65139,16.70793,15.80282,15.36783,15.01555,GALAXY,0.04094406,1.105595e-05
17.25694,16.68735,16.33405,16.18259,15.92074,GALAXY,0.02968992,9.344537e-06
17.60496,16.19168,15.48909,15.14628,14.92207,GALAXY,0.07849102,1.551094e-05
18.41397,18.16881,17.81657,17.73229,17.26674,QSO,0.2843701,5.319521e-05
19.24341,17.23297,16.28025,15.84743,15.49797,GALAXY,0.0967048,1.820643e-05
18.46489,17.09036,16.33536,15.93922,15.68625,GALAXY,0.08891323,2.405696e-05
17.20604,15.35485,14.55123,14.16216,13.85206,GALAXY,0.03098721,9.288686e-06
18.68598,16.66659,15.75694,15.3386,15.00752,GALAXY,0.06948803,1.633374e-05
19.25733,18.18876,17.83289,17.57411,17.41039,GALAXY,0.05517676,7.240511e-06
19.29324,17.60127,16.69,16.18317,15.82326,GALAXY,0.06129587,1.057665e-05
18.09878,16.95884,16.50974,16.1689,15.98186,GALAXY,0.07111064,9.781303e-06
17.71013,16.51019,15.99346,15.67068,15.52025,GALAXY,0.08073382,1.098278e-05
18.8992,16.90252,15.96464,15.52122,15.21122,GALAXY,0.0708187,1.640825e-05
17.81732,16.59874,16.02489,15.67748,15.4271,GALAXY,0.07670987,1.531245e-05
17.27464,15.3184,14.41198,13.96971,13.63547,GALAXY,0.04043688,1.245728e-05
16.80101,15.63651,15.09905,14.82488,14.63826,GALAXY,0.0277162,1.643989e-05
18.88895,17.63402,17.23798,16.98792,17.06866,GALAXY,0.02717564,1.704437e-05
19.10933,18.01163,17.34278,17.00984,16.79095,GALAXY,0.1604604,9.060353e-06
18.30663,17.99672,18.1093,17.88491,17.66484,QSO,0.4556382,2.337011e-05
19.13933,18.86671,18.89382,18.95591,18.82637,QSO,0.7242913,0.000137214
19.41112,17.4999,16.58691,16.17592,15.85136,GALAXY,0.07496545,1.591916e-05
17.41613,16.39592,16.08862,15.83009,15.68403,GALAXY,0.05738316,7.070062e-06
19.15535,18.00956,17.59081,17.32708,17.20986,GALAXY,0.06929067,7.606302e-06
18.5778,17.44002,16.70579,16.32709,16.06737,GALAXY,0.1406798,1.048338e-05
17.97809,16.59997,15.85255,15.40083,15.09704,GALAXY,0.05809083,6.715125e-06
19.53312,19.08682,19.0978,18.86072,18.94045,QSO,0.5878001,0.0002050352
18.7542,18.72233,18.54441,18.51358,18.52028,QSO,1.170997,0.0002725188
18.95214,17.74121,17.30456,16.99202,16.89451,GALAXY,0.0589113,8.206652e-06
18.55964,17.26419,16.44768,16.02485,15.75306,GALAXY,0.1630522,1.902125e-05
18.46626,16.50246,15.63282,15.22072,14.90475,GALAXY,0.04606505,1.24986e-05
17.55161,15.62168,14.74438,14.31177,13.99838,GALAXY,0.05534817,1.345556e-05
18.92239,17.47269,16.71056,16.24661,15.89412,GALAXY,0.07495192,1.117704e-05
19.29154,17.41637,16.51522,16.15213,15.79645,GALAXY,0.07747615,1.846976e-05
18.44648,16.54837,15.71135,15.29063,14.97076,GALAXY,0.05519487,1.225285e-05
19.50553,18.33783,17.61713,17.2269,17.01885,GALAXY,0.1794814,1.024283e-05
18.88687,18.45701,18.1684,18.21335,18.10447,QSO,1.033153,0.0004854256
18.1452,16.68029,15.94268,15.54123,15.27368,GALAXY,0.06105701,1.604728e-05
18.74216,18.44488,18.19664,18.26495,17.58064,QSO,0.3195123,2.67473e-05
18.99651,18.17338,17.78355,17.43774,17.41368,GALAXY,0.09863902,6.869274e-06
18.07273,16.68868,16.01175,15.62012,15.32498,GALAXY,0.07291519,8.018496e-06
19.59647,18.48775,18.05036,17.80276,17.64801,GALAXY,0.04820336,6.798081e-06
18.47536,16.60068,15.73348,15.30234,14.9932,GALAXY,0.03130326,1.348607e-05
18.74064,16.81933,15.87602,15.38667,14.96673,GALAXY,0.07475818,2.267129e-05
19.38064,17.41926,16.44141,15.97595,15.60174,GALAXY,0.1004535,1.99897e-05
19.16585,18.02602,17.59179,17.36646,17.16735,GALAXY,0.03446857,7.520947e-06
18.81527,17.89764,17.60492,17.28681,17.2402,GALAXY,0.07988705,6.715667e-06
19.4434,17.63041,16.75461,16.30114,15.97919,GALAXY,0.07420332,2.024017e-05
17.10863,15.6194,15.01349,14.68223,14.46038,GALAXY,0.02150044,8.715529e-06
18.54488,17.2082,16.38557,15.98642,15.70221,GALAXY,0.1510037,1.204423e-05
19.30183,18.06474,17.32071,16.94094,16.69617,GALAXY,0.1337358,1.09991e-05
19.08835,18.96058,18.88095,18.82914,18.65374,QSO,2.10897,0.0002596378
18.30581,17.17804,16.71837,16.49647,16.34998,GALAXY,0.01809776,1.128417e-05
18.86086,17.33183,16.60212,16.21656,15.87849,GALAXY,0.07525329,2.488932e-05
18.36614,16.98594,16.35564,15.99035,15.81465,GALAXY,0.08366675,2.075902e-05
19.42107,17.53147,16.6264,16.20061,15.85957,GALAXY,0.09304505,2.576681e-05
17.87199,16.31344,15.62991,15.2153,14.90141,GALAXY,0.06078318,1.556633e-05
19.27156,17.39219,16.42234,15.95972,15.57925,GALAXY,0.09886597,2.651205e-05
18.4964,16.75647,15.87116,15.40304,15.05808,GALAXY,0.07934313,1.384531e-05
19.00409,17.92238,17.60076,17.40479,17.35098,GALAXY,0.03481435,6.445493e-06
19.28609,17.47286,16.4954,16.03638,15.66886,GALAXY,0.1008038,3.12713e-05
18.17687,16.55822,15.69673,15.25369,14.87323,GALAXY,0.0,0.0
19.24545,19.06129,18.91727,18.72207,18.77467,QSO,1.514767,0.0002938298
19.07958,17.67465,16.99113,16.6087,16.30996,GALAXY,0.08828481,1.499765e-05
19.15601,17.6268,16.71069,16.26096,15.91047,GALAXY,0.1463613,3.005782e-05
18.89926,17.88735,17.38887,17.06593,16.94226,GALAXY,0.1376009,7.5588e-06
18.11023,17.10209,16.76429,16.52864,16.35618,GALAXY,0.04452914,9.217203e-06
18.94746,17.35916,16.56635,16.18808,15.94554,GALAXY,0.03079607,2.348659e-05
19.53997,17.87481,16.95165,16.41741,16.04602,GALAXY,0.09097973,9.530005e-06
18.10998,16.76984,16.12066,15.7114,15.45664,GALAXY,0.06782629,1.053978e-05
17.38285,16.11029,15.41911,15.06248,14.758,GALAXY,0.03478916,1.605685e-05
17.20316,15.57723,14.8041,14.42484,14.16425,GALAXY,0.03255529,8.277707e-06
19.38804,18.8305,18.06437,17.54929,17.28619,QSO,0.2289329,4.454623e-05
18.7994,17.75509,17.38547,17.15502,16.97274,GALAXY,0.05820291,8.238471e-06
18.97791,17.05688,16.17745,15.74898,15.43523,GALAXY,0.05346117,1.359936e-05
19.17717,17.40626,16.56552,16.17029,15.8567,GALAXY,0.06635097,1.811173e-05
17.35591,15.72877,14.94351,14.50754,14.17223,GALAXY,0.05987933,1.195743e-05
19.42941,17.5303,16.65815,16.25609,15.96288,GALAXY,0.05452002,1.850022e-05
19.30716,19.12977,19.06099,18.98379,18.8863,QSO,1.448143,0.0003932096
18.849,17.47085,16.67184,16.1993,15.8864,GALAXY,0.1385154,1.163459e-05
19.17753,19.09519,18.7551,18.61529,18.55431,QSO,1.409692,0.0005351826
18.31129,17.56993,17.34694,17.06838,17.06304,GALAXY,0.05589077,6.77943e-06
17.59656,16.45337,15.99186,15.64894,15.49985,GALAXY,0.06314589,8.263421e-06
17.99531,16.45751,15.61548,15.16233,14.75667,GALAXY,0.04483472,1.120023e-05
19.04822,17.75091,17.17503,16.84584,16.72584,GALAXY,0.08992231,1.545646e-05
18.98033,19.02191,18.97943,18.64447,18.58846,QSO,1.85407,0.0002851264
18.90399,17.85069,17.41491,17.09429,16.99514,GALAXY,0.08038005,7.489156e-06
18.34123,16.37502,15.41969,14.9856,14.65428,GALAXY,0.07614595,1.40643e-05
19.20956,18.17016,17.64847,17.30891,17.09962,GALAXY,0.1018782,7.537406e-06
19.55305,19.02046,18.62278,18.55467,18.10014,GALAXY,0.2924714,8.194398e-06
15.85762,14.41295,13.66531,13.27635,12.91426,GALAXY,0.02732893,1.356413e-05
18.09536,16.78429,16.20144,15.8737,15.64243,GALAXY,0.04776185,1.546313e-05
19.55072,18.34932,17.65778,17.27708,17.03111,GALAXY,0.1058458,9.790141e-06
19.57219,17.93806,17.00316,16.51299,16.17322,GALAXY,0.1236666,2.256692e-05
19.46475,17.7449,16.89371,16.49489,16.16045,GALAXY,0.08812866,1.976859e-05
18.73634,16.7664,15.78388,15.35225,15.00202,GALAXY,0.07987498,1.524985e-05
18.0359,16.99479,16.54026,16.25631,16.05569,GALAXY,0.034654,7.105705e-06
